Artwork ID,Title,Artist ID,Name,Date,Medium,Dimensions,Acquisition Date,Credit,Catalogue,Department,Classification,Object Number,Diameter (cm),Circumference (cm),Height (cm),Length (cm),Width (cm),Depth (cm),Weight (kg),Duration (s)
7630,Poster for the Deutscher Künstlerbund Exhibition in Stuttgart,5242,Karl Schmidt-Rottluff,1930,Lithograph,"23 11/16 x 17 1/16"" (60.1 x 43.3 cm)",1939-12-08,Gift of J. B. Neumann,Y,Architecture & Design,Design,587.1939,,,60.1,,43.3,,,
7631,Jazz,86,Otl Aicher (also known as Otto Aicher),c. 1950,Photolithograph,"16 x 16 1/4"" (40.6 x 41.2 cm)",1951-11-21,Gift of the artist,Y,Architecture & Design,Design,587.1951,,,40.6,,41.2,,,
7632,La Fronde,8332,Clementine Helene Dufau,1898,Lithograph,"39 1/4 x 54 3/4"" (99.7 x 139.1cm)",1954-12-16,"Anonymous gift
",Y,Architecture & Design,Design,587.1954,,,99.7,,139.1,,,
7633,"L. Bolle, Beeldhouwer",5273,Paul (Geert Paul Hendrikus) Schuitema,1920-1950,Letterpress,"11 x 8 3/4""(27.9 x 22.1 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,587.1977,,,27.9,,22.1,,,
7634,"Das neue Reich, Die neue Reichsleitung",515,Lucian Bernhard,1919-23,Lithograph,"27 3/16 x 37 3/8"" (69 x 94.9 cm)",1981-12-10,Gift of Leslie J. Schreyer,Y,Architecture & Design,Design,587.1981,,,69,,94.9,,,
7635,"Fagus-Werk Besuchsanzeige, Herbert Kiszka",23390,Unknown Artist,1925,Letterpress,"3 11/16 x 5 5/16"" (9.4 x 13.5 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,587.1999,,,9.4,,13.5,,,
7636,Kurs: Wandlungen der Sozialistischen Bewegung-Montags,86,Otl Aicher (also known as Otto Aicher),1949-51,Lithograph,"16 1/4 x 16"" (41.3 x 40.6 cm)",1951-11-21,Gift of the artist,Y,Architecture & Design,Design,588.1951,,,41.3,,40.6,,,
7637,"Tous les Soirs aux Ambassadeurs, Yvette Guilbert",1650,Henri Dumont,c. 1900,Lithograph,"82 x 32"" (208.3 x 81.3 cm)",1954-12-16,,Y,Architecture & Design,Design,588.1954,,,208.3,,81.3,,,
7638,"VBP Olie, Geen reuk kleur smaak, Snijmachine olie",5273,Paul (Geert Paul Hendrikus) Schuitema,c. 1928,Letterpress and varnished,"5 7/8 x 11 3/4"" (14.9 x 29.8 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,588.1977,,,14.9,,29.8,,,
7639,Jack Boynton: Jack's RETRO-SPECTRUM,725,James Boynton,1980,Offset lithograph,"29 1/2 x 22"" (74.9 x 55.9 cm)",1981-12-10,Gift of the Amarillo Art Center,Y,Architecture & Design,Design,588.1981,,,74.9,,55.9,,,
7640,"Fagus-Werk Besuchsanzeige, Helmut Bertram",23390,Unknown Artist,1925,Letterpress,"3 11/16 x 5 5/16"" (9.4 x 13.5 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,588.1999,,,9.4,,13.5,,,
7641,Household Objects,86,Otl Aicher (also known as Otto Aicher),c. 1951,Lithograph,"16 1/4 x 16"" (41.3 x 40.6cm)",1951-11-21,Gift of the artist,Y,Architecture & Design,Design,589.1951,,,41.3,,40.6,,,
7642,Aan onze agenten!,5273,Paul (Geert Paul Hendrikus) Schuitema,1928,Letterpress,"12 3/16 x 8 1/8"" (30.9 x 20.6 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,589.1977,,,30.9,,20.6,,,
7643,Bally,828,Donald Brun,1950s,Offset lithograph,"50 1/2 x 35 7/16"" (127.6 x 90 cm)",1981-12-10,Gift of Leslie J. Schreyer,Y,Architecture & Design,Design,589.1981,,,127.6,,90,,,
7644,Bauhaus: Zeitschrift für Bau und Gestaltung,23390,Unknown Artist,1925,Letterpress,"4 1/8 x 5 7/8"" (10.5 x 14.9)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,589.1999,,,10.5,,14.9,,,
7645,Realistische Weltliteratur der Gegenwart,86,Otl Aicher (also known as Otto Aicher),1949-51,Photolithograph,"16 1/4 x 16 1/8"" (41.2 x 41 cm)",1951-11-21,Gift of the artist,Y,Architecture & Design,Design,590.1951,,,41.2,,41,,,
7646,Een trouwe medewerker gaat ons verlaten,5273,Paul (Geert Paul Hendrikus) Schuitema,1928,Letterpress,"8 7/8 x 7 5/8"" (22.5 x 19.3 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,590.1977,,,22.5,,19.3,,,
7647,Union,856,Fritz Bühler,1943,Lithograph,"49 13/16 x 35 5/8"" (126.6 x 90.5 cm)",1981-12-10,Gift of Leslie J. Schreyer,Y,Architecture & Design,Design,590.1981,,,126.6,,90.5,,,
7648,"Negerkunst, prähistorische Felsbilder Südafrikas",559,Max Bill,1931,Letterpress,"8 5/16 x 5 7/8"" (21.1 x 14.9 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,590.1999,,,21.1,,14.9,,,
7649,Der Europäische Familienzwist (The European family quarrel),86,Otl Aicher (also known as Otto Aicher),c. 1950,Photolithograph,"16 x 16"" (40.6 x 40.6 cm)",1951-11-21,Gift of the artist,Y,Architecture & Design,Design,591.1951,,,40.6,,40.6,,,
7650,"Snijmachines Snelwegers, Berkel Rotterdam Holland, Egyptian Cigarettes",5273,Paul (Geert Paul Hendrikus) Schuitema,1929,Offset lithograph,"3 3/4 x 4 5/8"" (9.5 x 11.7 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,591.1977,,,9.5,,11.7,,,
7651,Lenin 1870-1970,1125,Roman Cieslewicz,1969,Silkscreen,"33 7/8 x 23 1/8"" (86 x 58.8 cm)",1981-12-10,Gift of the designer,Y,Architecture & Design,Design,591.1981,,,86,,58.8,,,
7652,Helen Daxelhofer + Dr. Alfred Schmidt,559,Max Bill,1933,Letterpress,"5 3/4 x 8 1/4"" (14.6 x 21 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,591.1999,,,14.6,,21,,,
7653,Physik des Alltags,86,Otl Aicher (also known as Otto Aicher),1949-51,Photolithograph,"16 1/4 x 16 1/4"" (41.3 x 41.4 cm)",1951-11-21,Gift of the artist,Y,Architecture & Design,Design,592.1951,,,41.3,,41.4,,,
7654,Betrouwbaarheid Berkel weegt het weegwerktuig bij uitnemendheid een onbeperkte levensduur een ongeëvenaarde kwaliteit een lage prijs,5273,Paul (Geert Paul Hendrikus) Schuitema,1929,Offset lithograph,"5 5/8 x 8"" (13.8 x 20.3 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,592.1977,,,13.8,,20.3,,,
7655,"J.M.K. Wscieklica, St.I. Witkiewica, Teatr Maty",1125,Roman Cieslewicz,1980,Offset lithograph,"37 1/8 x 26"" (94.3 x 66 cm)",1981-12-10,Gift of the designer,Y,Architecture & Design,Design,592.1981,,,94.3,,66,,,
7656,"Ausstellung Fotos, Binia Bill",559,Max Bill,1930s,Letterpress,"4 1/8 x 5 7/8"" (10.5 x 14.9 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,592.1999,,,10.5,,14.9,,,
7657,Verräter oder Patrioten?,86,Otl Aicher (also known as Otto Aicher),c.1951,Lithograph,"16 1/4 x 16 1/4"" (41.3 x 41.3cm)",1951-11-21,Gift of the artist,Y,Architecture & Design,Design,593.1951,,,41.3,,41.3,,,
7658,Alleen absoluut zuivere weging maakt berekende winst werkelijke winst,5273,Paul (Geert Paul Hendrikus) Schuitema,1920-1950,Letterpress,"7 7/8 x 5 9/16"" (20.0 x 14.1 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,593.1977,,,20,,14.1,,,
7659,"Wystawa Darow, Listopad 1978-Styczen 1979",1347,Jerzy Czerniawski,1978,Offset lithograph,"26 3/8 x 37 1/8"" (67 x 94.2 cm)",1981-12-10,"Gift of the Stedelijk Museum, Amsterdam",Y,Architecture & Design,Design,593.1981,,,67,,94.2,,,
7660,Wohnbedarf,559,Max Bill,1930s,Letterpress,"9 7/16 x 6 1/2"" (24 x 16.5 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,593.1999,,,24,,16.5,,,
7661,Musik des Barock,86,Otl Aicher (also known as Otto Aicher),1949-51,Photolithograph,"16 1/4 x 16 5/16"" (41.3 x 41.4 cm)
",1951-11-21,Gift of the artist,Y,Architecture & Design,Design,594.1951,,,41.2751,,41.4338,,,
7662,Merz Werbezentrale Drucksache,5293,Kurt Schwitters,1924,Letterpress,"8 5/8 x 11 5/8"" (21.9 x 29.5 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,594.1977,,,21.9,,29.5,,,
7663,Cyrk,1347,Jerzy Czerniawski,1975,Offset lithograph,"38 1/4 x 26 1/2"" (97.1 x 67.3 cm)",1981-12-10,Peter Stone Poster Fund,Y,Architecture & Design,Design,594.1981,,,97.1,,67.3,,,
7664,"""Dämmerung: Notizen in Deutschland"" Heinrich Regius",559,Max Bill,c. 1930,Letterpress,"8 3/4 x 5 9/16"" (22.2 x 14.1 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,594.1999,,,22.2,,14.1,,,
7665,"Constructa, Bauausstellung 1951, Hanover Jul 3-Aug 8",2660,K. Hinterberger,1951,Lithograph,"23 1/4 x 32 3/4""",1951-11-21,Gift of the artist,Y,Architecture & Design,Design,595.1951,,,59.1,,83.2,,,
7666,"Encre L. Marquet, La Meilleure de Toutes les Encres",2301,Eugène Grasset,1892,Lithograph,"47 15/16 x 31 13/16"" (121.8 x 80.8 cm)",1954-12-16,Purchase,Y,Architecture & Design,Design,595.1954,,,121.8,,80.8,,,
7667,Merz Werbezentrale,5293,Kurt Schwitters,1925-27,Letterpress,"8 13/16 x 12"" (22.3 x 30.5 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,595.1977,,,22.3,,30.5,,,
7668,Grund rechte,1699,Horst Eigen,1980,Offset lithograph,"46 3/8 x 33 1/8"" (118.7 x 84.2 cm)",1981-12-10,Gift of Hessischer Rundfunk,Y,Architecture & Design,Design,595.1981,,,118.7,,84.2,,,
7669,Wohnbedarf,559,Max Bill,1930s,Letterpress,"11 11/16 x 8 3/8"" (29.7 x 21.3 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,595.1999,,,29.7,,21.3,,,
7670,Het Zwitserse boek,856,Fritz Bühler,1949,Lithograph,"27 1/2 x 39"" (69.8 x 99.1cm)",1951-11-21,Gift of W.J.H.B. Sandberg,Y,Architecture & Design,Design,596.1951,,,69.8,,99.1,,,
7671,Merz-Werbe Drucksache,5293,Kurt Schwitters,c. 1925,Letterpress,"4 1/2 x 6 7/16"" (11.5 x 16.3 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,596.1977,,,11.5,,16.3,,,
7672,"Services Express Pour le Monde Entier (Poster advertising the four United Italian shipping lines [Italia Flotte Riunite, Consulich S.T.N., Lloyd Triestino and Adria])",1930,Lucio Fontana,1935,Lithograph,"37 1/8 x 24 1/2"" (94.4 x 62.2 cm)",1981-12-10,Gift of Bernard Davis,Y,Architecture & Design,Design,596.1981,,,94.4,,62.2,,,
7673,Trudi Stössel Schule für Gymnastik und Rhythmik,559,Max Bill,1930s,Letterpress,"8 5/16 x 4"" (21.1 x 10.2 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,596.1999,,,21.1,,10.2,,,
7674,"Weerbare Democratie, Tentoonstelling vok in Verzet",1713,Dick Elffers,1946,Lithograph,"43 7/8 x 27 3/4"" (111.5 x 69.7 cm)",1951-11-21,Gift of W.J.H.B. Sandberg,Y,Architecture & Design,Design,597.1951,,,111.5,,69.7,,,
7675,Delion,2404,Albert Guillaume,1895,Lithograph,"49 1/2 x 74 1/2"" (125.7 x 189.2 cm)",1954-12-16,Anonymous gift,Y,Architecture & Design,Design,597.1954,,,125.7302514605,,189.2303784608,,,
7676,Die Abstrakten Hannover: Ortsgruppe der Internationalen Vereinigung der Expressionisten Futuristen Kubisten und Konstruktivisten,6189,Friedrich Vordemberge-Gildewart,1927,Letterpress,"11 5/8 x 8 5/16"" (29.5 x 21.0 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,597.1977,,,29.5,,21,,,
7677,"Herman Miller Summer Picnic July 26, 1980",2019,Stephen Frykholm,1980,"Silkscreen: Screen printed with lacquer ink, lacquer finish","39 9/16 x 25"" (100.5 x 63.4 cm)",1981-12-10,Gift of the designer,Y,Architecture & Design,Design,597.1981,,,100.5,,63.4,,,
7678,Quinze variations sur un même thème,559,Max Bill,1930s,Cover: Letterpress; interior: offset lithograph,"12 9/16 x 12"" (31.9 x 30.5 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,597.1999,,,31.9,,30.5,,,
7679,Franse en Belgische Grafici,5144,Willem Jacob Henri Berend Sandberg,1950-51,Photolithograph,"27 3/4 x 39 1/2""",1951-11-21,Gift of the artist,Y,Architecture & Design,Design,598.1951,,,70.5,,100.3,,,
7680,"In the Evening, Lying on Her Bed, She Reread the Letter from Her Artilleryman at the Front",3771,Filippo Tommaso Marinetti,1919,Letterpress,"13 3/8 x 9 1/4"" (34.0 x 23.4 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,598.1977.1,,,34,,23.4,,,
7681,"Four plates from ""Les Mots en liberté futuristes""",3771,Filippo Tommaso Marinetti,1919,Letterpress,,1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",N,Architecture & Design,Design,598.1977.1-4,,,,,,,,
7682,A Tumultuous Assembly: Numerical Sensibility,3771,Filippo Tommaso Marinetti,1919,Letterpress,"10 5/16 x 13 3/16"" (26.2 x 33.5 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,598.1977.2,,,26.2,,33.5,,,
7683,"After the Marne, Joffre Visited the Front of an Automobile",3771,Filippo Tommaso Marinetti,1919,Letterpress,"10 3/16 x 9 1/4"" (25.9 x 23.5 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,598.1977.3,,,25.9,,23.5,,,
7684,Battle at 9 Levels of Mount Altissimo,3771,Filippo Tommaso Marinetti,1919,Letterpress,"14 5/16 x 11 3/16"" (36.4 x 28.4 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,598.1977.4,,,36.4,,28.4,,,
7685,"Herman Miller Summer Picnic July 25, 1981",2019,Stephen Frykholm,1981,Silkscreen,"39 9/16 x 25"" (100.5 x 63.4 cm)",1981-12-10,Gift of the designer,Y,Architecture & Design,Design,598.1981,,,100.5,,63.4,,,
7686,"Wechlin-Tissot & Co, Zürich, Artz- und Spitalbedarf",559,Max Bill,1930s,Letterpress,"3 7/8 x 8 1/4"" (9.8 x 21 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,598.1999,,,9.8,,21,,,
7687,"Goed Maar Mooi, 21 Jaar Bond Voor Kunst in Industrie",5144,Willem Jacob Henri Berend Sandberg,1951,Photolithograph,"25 x 39 1/4""",1951-11-21,Gift of the artist,Y,Architecture & Design,Design,599.1951,,,63.5,,99.7,,,
7688,"Lumpenball No 22, 23, 24: Die Fester der Progressiven Künstler",8238,Franz Wilhelm Seiwert,c. 1932,,"6 x 4 3/16"" (15.2 x 10.6 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,599.1977,,,15.2,,10.6,,,
7689,Kyogen,2026,Shigeo Fukuda,1981,Offset lithograph,"40 1/2 x 28 3/4"" (103 x 72.8 cm)",1981-12-10,"Gift of the College of Fine Arts, UCLA",Y,Architecture & Design,Design,599.1981,,,103,,72.8,,,
7690,Silvia Zangger und Dr. Joachim Schumacher,559,Max Bill,1930s,Letterpress,"4 1/8 x 11 11/16"" (10.5 x 29.7 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,599.1999,,,10.5,,29.7,,,
7691,"Stedelijk Museum Amsterdam, Tien Belgische Beeldhouwers",5144,Willem Jacob Henri Berend Sandberg,1951,Photolithograph,"27 1/2 x 39 1/2""",1951-11-21,Gift of the artist,Y,Architecture & Design,Design,600.1951,,,44.5,,100.3,,,
7692,Die Richmod Galerie eröffnet am 7. November ihre 2. Ausstellung: Grafik von den Malern der Richmod Galerie,8238,Franz Wilhelm Seiwert,1926,Letterpress,"4 11/16 x 5 7/8"" (12.0 x 15.0 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,600.1977,,,12,,15,,,
7693,Brat Naszego Boga,2257,Mieczysław Górowski,1980,Offset lithograph,"Each: 33 1/16 x 23"" (84 x 58.4 cm)",1981-12-10,Peter Stone Poster Fund,Y,Architecture & Design,Design,600.1981.a-b,,,84,,58.4,,,
7694,Information,559,Max Bill,1930s,Letterpress,"5 3/8 x 9 1/2"" (13.7 x 24.1 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,600.1999,,,13.7,,24.1,,,
7695,Ierse Kunst Amsterdam Stedelijk Museum,5144,Willem Jacob Henri Berend Sandberg,1951,Lithograph,"27 5/8 x 39 1/2"" (70.2 x 100.3cm)",1951-11-21,Gift of the artist,Y,Architecture & Design,Design,601.1951,,,70.2,,100.3,,,
7696,"M. Le Président par Sébastien Faure, Grand Roman Inédit",8365,René Georges Hermann-Paul,after 1890,Lithograph,"63 x 44 3/4"" (160 x 113.7 cm)",1954-12-16,Purchase Fund,Y,Architecture & Design,Design,601.1954,,,160.0203,,113.6652,,,
7697,"""Slodi jez dovazi caj a kavu"" by Konstantin Biebl",5826,Karel Teige,1928,Letterpress,"7 7/8 x 3 1/2"" (20.0 x 14.0 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,601.1977,,,20,,14,,,
7698,Allez-Y De Ma Part,2297,Grapus,1978,Offset lithograph,"36 3/8 x 24 13/16"" (92.5 x 63 cm)",1981-12-10,Gift of Grapus,Y,Architecture & Design,Design,601.1981,,,92.5,,63,,,
7699,Werbe-Bau Rechnung,869,Max Burchartz,1925-26,Letterpress,"8 1/4 x 5 11/16"" (21 x 14.4 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,601.1999,,,21,,14.4,,,
7700,"13 Beeldhouwers uit Parijs, Stedelijk Museum A'dam",5144,Willem Jacob Henri Berend Sandberg,1949,Lithograph,"28 x 39 1/4"" (71.1 x 99.7cm)",1951-11-21,Gift of the artist,Y,Architecture & Design,Design,602.1951,,,71.1,,99.7,,,
7701,"Phoebus-Palast, Musikalische und Filmdarbietungen von Rang, Programm",5951,Jan Tschichold,1927,Letterpress,"12 3/16 x 9 3/16"" (31.0 x 23.5 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,602.1977,,,31,,23.5,,,
7702,"""VIVRE LE 14 JUILLET/ 1978""",2297,Grapus,1978,Silkscreen,"36 5/16 x 48"" (92 x 122 cm)",1981-12-10,Gift of Grapus,Y,Architecture & Design,Design,602.1981,,,92,,122,,,
7703,Werbebau Bochum,869,Max Burchartz,1925-26,Letterpress,"4 1/2 x 6 3/8"" (11.4 x 16.2 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,602.1999,,,11.4,,16.2,,,
7704,"Calder, Léger, Stedelijk Museum Amsterdam",5144,Willem Jacob Henri Berend Sandberg,1950-51,Photolithograph,"19 5/8 x 12 15/16"" (50 x 32.9 cm)",1951-11-21,Gift of the artist,Y,Architecture & Design,Design,603.1951,,,50,,32.9,,,
7705,Reformhuis T. Van Os,23390,Unknown Artist,c. 1925,Letterpress,"14 1/8 x 5 1/2"" (35.9 x 14.0 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,603.1977,,,35.9,,14,,,
7706,"""LE NEVEU/DE RAMEAU""",2297,Grapus,1980,Silkscreen,"46 7/8 x 30 11/16"" (119.8 x 78 cm)",1981-12-10,Gift of Grapus,Y,Architecture & Design,Design,603.1981,,,119.8,,78,,,
7707,Werbe-Bau,869,Max Burchartz,1925-26,Letterpress,"2 15/16 x 4 1/8"" (7.5 x 10.5 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,603.1999,,,7.5,,10.5,,,
7708,The New York Times Cross Word Puzzle Every Day,22953,George Krikorian,1950,Offset lithograph,"45 x 58"" (114.3 x 147.3 cm)",1951-11-21,Gift of the New York Times,Y,Architecture & Design,Design,604.1951,,,114.3002,,147.3203,,,
7709,Neue Kunst Fides Abteilung für neuzeitliche Wohnungskultur,23390,Unknown Artist,1926,Letterpress,"5 13/16 x 4 3/16"" (14.8 x 10.6 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,604.1977,,,14.8,,10.6,,,
7710,Alain / le Quernec,2297,Grapus,1981,Silkscreen,"30 3/8 x 45 3/8"" (77.2 x 115.3 cm)",1981-12-10,Gift of Grapus,Y,Architecture & Design,Design,604.1981,,,77.2,,115.3,,,
7711,Werbe-bau,869,Max Burchartz,1925-26,Letterpress,"4 1/8 x 5 7/8"" (10.5 x 14.9 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,604.1999,,,10.5,,14.9,,,
7712,Get All The News and Get it Right,"22953, 2430, 3252","George Krikorian, Kenneth D. Haak, Paul Smith",c. 1951,Lithograph,"45 x 58"" (114.3 x 147.3 cm)",1951-11-21,Gift of the New York Times,Y,Architecture & Design,Design,605.1951,,,114.3002286005,,147.3202946406,0,,
7713,Hahn Werbedruck,5293,Kurt Schwitters,c. 1929,Letterpress,"11 1/2 x 8 7/8"" (29.2 x 22.5 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,605.1977,,,29.2,,22.5,,,
7714,Alfieri & Lacroix Tipolitozincografica in Milano Propone la Communicazione nell'Induzione Grafica,2340,Franco Grignani,1965,Offset lithograph,"38 3/16 x 26 3/4"" (97.1 x 68 cm)",1981-12-10,Gift of the designer,Y,Architecture & Design,Design,605.1981,,,97.1,,68,,,
7715,"Vierradbremse ""Poulet""",869,Max Burchartz,c. 1925-26,Letterpress,"18 x 12 3/8"" (45.7 x 31.4 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,605.1999,,,45.7,,31.4,,,
7716,Get All The News and Get it Right,"2430, 3252","Kenneth D. Haak, Paul Smith",c. 1951,Lithograph,"45 x 58"" (114.3 x 147.3 cm)",1951-11-21,Gift of the New York Times,Y,Architecture & Design,Design,606.1951,,,114.3002286005,,147.3202946406,,,
7717,Handweberei Käthe Schmidt Rechnung,23390,Unknown Artist,1934,Letterpress,"11 11/16 x 8 5/16"" (29.7 x 21.1 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,606.1977,,,29.7,,21.1,,,
7718,Form & Farbe,2697,Armin Hofmann,1951,Linocut,"50 1/2 x 35 1/2"" (127.7 x 90.2 cm)",1981-12-10,Gift of Leslie J. Schreyer,Y,Architecture & Design,Design,606.1981,,,127.7,,90.2,,,
7719,Orion,869,Max Burchartz,1926,Letterpress,"11 11/16 x 8 1/4"" (29.7 x 21 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,606.1999,,,29.7,,21,,,
7720,Get All The News and Get it Right,"22953, 2430, 3252","George Krikorian, Kenneth D. Haak, Paul Smith",c. 1951,Lithograph,"45 1/4 x 59 1/4"" (114.9 x 150.5 cm)",1951-11-21,Gift of the New York Times,Y,Architecture & Design,Design,607.1951,,,114.9352298705,,150.4953009906,,,
7721,"Nevabo, Ned. Bond van Groothandelaren in Varkensvleesch en Spek",23390,Unknown Artist,c. 1927,Letterpress,"4 7/8 x 6"" (12.3 x 15.3 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,607.1977,,,12.3,,15.3,,,
7722,"Ohr + Auge, Stadttheater Basel",2697,Armin Hofmann,1952,Offset lithograph,"50 1/4 x 35 3/8"" (128 x 89.8 cm)",1981-12-10,Gift of the designer,Y,Architecture & Design,Design,607.1981,,,128,,89.8,,,
7723,Rheinlandfahrt des BDG,"869, 8229, 8230","Max Burchartz, Peter Wollbrandt, Wilhelm Heuschen",1926,Letterpress,"8 1/4 x 5 7/8"" (21 x 14.9 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,607.1999,,,21,,14.9,,,
7724,Get All The News and Get it Right,"22953, 2430, 3252","George Krikorian, Kenneth D. Haak, Paul Smith",c. 1951,Lithograph,"45 × 58"" (114.3 × 147.3 cm)",1951-11-21,Gift of the New York Times,Y,Architecture & Design,Design,608.1951,,,114.3002286005,,147.3202946406,,,
7725,Gruppe K,6189,Friedrich Vordemberge-Gildewart,c. 1924,Letterpress,"4 7/8 x 6 3/16"" (12.4 x 15.7 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,608.1977,,,12.4,,15.7,,,
7726,Das Holz als Bau Stoff,2697,Armin Hofmann,1952,Linocut,"50 13/16 x 35 1/4"" (129 x 89.6 cm)",1981-12-10,"Gift of the Swiss Commercial Extension Office, Lausanne",Y,Architecture & Design,Design,608.1981,,,129,,89.6,,,
7727,Fordern Sie Forkardt-Futter,869,Max Burchartz,c. 1926-28,Letterpress,"11 11/16 x 8 1/4"" (29.7 x 21 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,608.1999,,,29.7,,21,,,
7728,Get All The News and Get it Right,"22953, 2430, 3252","George Krikorian, Kenneth D. Haak, Paul Smith",c. 1951,Lithograph,"44 1/2 x 59 1/2"" (113 x 151.1 cm)",1951-11-21,Gift of the New York Times,Y,Architecture & Design,Design,609.1951,,,113.0302,,151.1303,,,
7729,Wij Nu Experimenteel Toneel,6592,Piet Zwart,1925,Letterpress,"11 9/16 x 16 3/4"" (29.3 x 42.6 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,609.1977,,,29.3,,42.6,,,
7730,"La Suisse a L'Epoque Romaine, Exposition, Les tresors des musees suisses et des collections privees, Bale, Mustermesse Baslerhalle",2697,Armin Hofmann,1957,Lithograph,"50 1/8 x 35 7/16"" (127.3 x 90 cm)",1981-12-10,Gift of the artist,Y,Architecture & Design,Design,609.1981,,,127.3,,90,,,
